Tweets,Decision
does it make me a cockhead to go to the hunna for high tyde n leave after their set,No
i love you asshead „ love you too :) https://t.co/vaqmmwo046,No
rt @kthltb: this is unacceptable how can this shit ass min yoongi bully me without complaining when i did he complains this asshead needs sƒ,No
shitstain asshead cumslut nipple,No
cockhead ballooning my fertile vaginal https://t.co/v1txcdx5hb,No
@mikeparry8 @talksport @thetwomikes its at 11am you cockhead.,No
i'll never forget the goat @spideranderson  losing to ass-hat @chrisweidmanufc broke my heart.,No
test long nails cockhead teasing https://t.co/5eotahtcxu,No
@lemepakistani you're asshead,No
bollucks asshead pissed twat assface tit motherfucker,No
doggystyle cockhead cuntbottom https://t.co/vriktxxyoz,No
bunch of little bitches. i should have learnt by now not to drink so much! #cockhead https://t.co/bz8dg5bocg,No
just don't be a assbag.,No
rt @42n8_man: oh sure  take prince  leia  fucking bowie you ass-hat  and leave my narcissistic evil mentally ill mother  fuck you  death  iƒ,No
@espn total assbag  needs banned,No
@embryolk a life ruining assbag,No
@aghostler stwp on him! step on that heretic assbag!,No
rt @clayshanks: ricky: white hair. white skin. pink hole. white jizz. purple cockhead. __ https://t.co/kz3en9a5sq,No
and my fat asshead doesn't fit into my helmet anymore,No
twat fuckass fuckwad cumslut fuckwit asshead fucker,No
it's okay to call him a colossal ass-hat though  right? https://t.co/bnekob9a2s,No
@tenash921 gabba holds 42000 there is 32000 there.. dont get too excited cockhead,No
@realfizflows get some sleep cockhead,No
@bjvon52 she asked me what it meant and why it's not called asshead instead __,No
kolby is a cockhead lmaoo,No
jerkass shitbrains asswipe assclown cocks asshead,No
@rlchnigga knock me out asshead cus u just fought me down to choose carti,No
rt @sissymagda2: @blackfeeder i love suck your cockhead why i love swallow the juice of your nut black master,No
@rocco_619 yep  their influence is ridiculous. which is why this adam cockhead should realise how dangerous his actions are.,No
@romiiones @sethscohn it was for 1 day asshead. ass a joke. stop being home of phobic.,No
rt @kgrtguxqv3: 4 hr cockhead polishing edging oxball estim and denial p9 https://t.co/gsoie4vxpn,No
glazed cockhead masturbation and cum https://t.co/tpntdu61q0,No
shitting pissant asshead fuckwit,No
talent: being an assbag,No
cockhead oozing slit https://t.co/86rcshg04v,No
you're fucking ugly cockhead „ let's bag dm me weird https://t.co/zwxfepfib8,No
stop being such an asshead https://t.co/kulrjptvwb,No
@mumbonator   you sir are a cockhead!,No
eat shit and fuck off  assbag. oh my god. his grouchiness just went from 0 to 100 https://t.co/dxvrts4afn,No
you can choke my cockhead,No
@fishgirlfriend it's driving me nuts bc i've had multiple people say it now and you know what. i never even thought of it. i was all asscock,No
rt @dukelongboard: @jazmasta if u were you'd be a .......ummmm cockhead machine haha cheers,No
ass-hat never heard that one before __ that's a new one https://t.co/oevjjtpsqd,No
rt @bearstation: happy birthday to this assbag @renferos. he told me to say something other than a smasher  so i thought i'd poke fun at hiƒ,No
shits asshead penis shat pissing shits hell,No
rt  hunterlw71 dnr_crew hyperrts that's fucking stupid go get a life cockhead  „ simon agerhjelm (stampeagerhjelm) december 26  2016,No
goodbye 2016  you fucking assbag.,No
@junsult jay you asshead i started tearing ip skkaksowkma,No
my new years revolution is to not be a cockhead... as much,No
rt @sgnrahiovdx1: huge daddy cockhead https://t.co/demkw92poe,No
@hawkeyehunz i blocked that ass-hat earlier this year.,No
"@s_assbague do you really call yourself ""cul de sac""? #assbag",No
mum: tom nobody likes a cock head  you mean smart arse?  yeah what did i say?  you called me a cockhead   that too.,No
@clatchardcraig  5. finally blocking that mendacious ass-hat duncan hothersall.  onward and upward in 2017...,No
@robbiethefool listen asshead...idont have to explain myself,No
cockhead labia fromage https://t.co/ncz5e1kfi3,No
see  people agree that i'd look like an absolute asshead if i did it https://t.co/x8ani8nfit,No
outdoor fat cockhead https://t.co/9ksh4aqd2e,No
oh sure  take prince  leia  fucking bowie you ass-hat  and leave my narcissistic evil mentally ill mother  fuck you  death  in your mouth,No
@kallie_yeager happy nye asshead,No
@tw1tterpicasso @j_7_anthony i'd kill that little asshead,No
rt @hoxibozv: expanding cockhead sperm my cervix https://t.co/nw33olbvhp,No
istg this is so rude and people are still saying army is full with asshead people lmao https://t.co/szudgtzoml,No
cockhead dudes are the reason i wear steel caps to gigs.,No
@priohuq yah but boy are you gonna crash tonight  assbag,No
cocksucker piss dickbutt asshead cocksucker,No
fart asswipe twat asshead,No
that asshole ass has a nice ass assbag,No
rt:dnr_crew: rt stampeagerhjelm: hunterlw71 dnr_crew hyperrts that's fucking stupid go get a life cockhead,Yes
sick n tired of these chained dittos not fucken synchronising to the right nature!!!! fuck off ya cockhead,No
thank you. i send u so much snaps cause u need vitamins for the eyes luv u you cockhead https://t.co/nbfwq4dobs,No
rt @tvalberto: miss @bustykimber  asscock https://t.co/7omsx0jxnb,No
@dallandu @damnireally __ wow asshead,No
i need a timer system for twitter. locked before xx o'clock  because despite many nice comments  one ass-hat spoils my mood from the get-go.,No
@15minsjamieb @tomilahren oh dickless wonder in ma can spout crap about tomi and eol but blocks those challenging him. total assbite,No
asshead asswipe,No
rt stampeagerhjelm: hunterlw71 dnr_crew hyperrts that's fucking stupid go get a life cockhead,No
boobs asshead pissed fart fuckass fart,No
priest gay cockhead https://t.co/wun0tmrhtu,No
@skye217_ yes you fucking cockhead.,No
dick asshead nipple boobs jerkass shitting fucked,No
ass jerkass motherfuck asshole bollucks prick asshead,No
cocksucker asshead prick,No
me giving a stallion post cum cockhead teasing https://t.co/792kzuoo1x,No
@drjillstein give it up assbag,No
rt @naewitdalocs: my phone dry assshit__,No
@paolaaaa__x3 stfu with yo oversized cockhead,No
@caty_price @tensporttv @timgossage biggest cockhead tied with mark waugh,No
@govricksnyder thanks a lot assbag,No
teasing my cockhead #fleshlight https://t.co/7tlinh8ycy,No
cockhead sperm mygoodwood https://t.co/vkcd9ok4g2,No
sky racing tunes to the gallops &amp; someone uses the word 'cockhead' &amp; it gets picked up by audio as they are getting them in the gates! __,No
@metrolynn_ asscock,No
perfect pussy for my cockhead https://t.co/4fecbcyyaf,No
ass-hat.  will @amazon have anything to say?  there is no place for this kind of casual discrimination anywhere.  https://t.co/cladsgftcn,No
@seulilac nice try  asshead but i got proof that i don't have to https://t.co/cpy6mtfhfw,No
me milking a cock - post cum cockhead rubbing https://t.co/k2fsg075qh,No
@themvj bandwagonning jerry jones lovin' texass #assbag,No
@benreclused @jas0n_t @slsandpet i'm bored with you  cockhead. go stroke your gun barrel. preferably with your mouth :),No
@donlemon @brookebcnn tattoo a sphincter on the top of your head don to denote the arrogant ass-hat that you are.,Yes
rt @sexxfactsoflife: ñtease his cockhead until itÍs pulsing and ready to pound your pussy.ñ https://t.co/mrqunupssx,No
@iamnatehart @13camel hey you cuckold loser  where the fuck are you getting this information from? such a fucken cockhead. #fakenews,No
@superfooty perhaps this cockhead should stop changing his name if he has identity issues. #fuckwit #whocares,Yes
rt @luv2cucum: after rubbing his cockhead between ellie's tits her open mouth proves too tempting; chris can't help but unload knoƒ,No
@reactics asshead,No
ahhh love cockhead and harpers commentary after we score #mvcvnew,No
this is going to be a wild ride #morningwood #thickcock #cockhead #bb #rawfuck #teambareback https://t.co/gt6awlq8b6,No
macam mana lah orang boleh terpotong kote when u need to pull and clamp just the skin not the fucking cockhead.,No
fucks fart nipple asshead,No
@chrysanthemist @eufroosine fucking dipshit go fuck yourself with that cat and cute stuff you fucking dumb old cockhead fuck you,No
so allen says he does not intend to trip another player. does this mean there was a plan going into these other games? kid's an ass-hat,No
@jockovids lmao merry christmas you filthy cockhead ____,No
@politicojac @begsali_2 @__lazaruslunar @d34thbyj0k3r2 hahaha! you keep telling yoursef that cockhead if it makes you feel brave,No
the magic faraway tree has been revised: dick and fanny are now rick and franny. moonface has been changed too  to cockhead.,No
@alfonse74 top shelf cockhead.,No
you're such an asshead @alesrevenge,No
electro estim using corona cockhead and butt plug https://t.co/hiod2fppdx,No
j edging me (poppers  vibrator  cockhead reiben) - reloaded https://t.co/wgx8kieimq,No
i think my favourite part of playing call of duty is repeatedly being called a cockhead by what sounds like a 12 year old ____,No
fuckface asshead hell cumslut twat pussy,No
"@skynewsaust @scottmorrisonmp @savvastzionis ""i'm a complete failure  but alp r worse than me""? what a glowing cv you have cockhead!",No
cbt with clothepins on cockhead https://t.co/brbxhf5wrt,No
don't tweet then you fucking cockhead,No
head+ass= asshead.,No
i just find that really amusing because he's such a cockhead and so full of himself it's entertaining,No
r u headass or asshead? „ lol you a head ass for even asking that question  https://t.co/v2kwbr7jqq,No
i said something to my cousin about the word headass yesterday and today she started calling me asshead,No
"another feminist cockhead who thinks ""egalitarian"" means ""nice"".  dumb as dogshit.  twice as smelly. https://t.co/kexf7cde19",Yes
__ hotdadsbigcocks: grampÍs cockhead has been expanding for decades. https://t.co/urqex4pqrs,No
@theipaper good  he is an irritating cockhead. if there isn't such an offence on the statute  there fucking should be.,No
idc if u slide in the dm's but don't be an asshead &amp; actually type like u have some sense pls lol,No
rubberband around cockhead and cum https://t.co/s8lfci8zcb,No
crapped jerkass asshead,No
ashleigh raised her ass as ryan's cockhead slowly penetrated her tight hole  she groaned in pleasure giving him perƒ https://t.co/lwo34mu0rw,No
asshead shitbrains pussy pissant boobs dumbass assface,No
french mushroom cockhead cums huge load!!! https://t.co/3uevxrgrjx,No
fuckwit vagina crapping fucking cumslut asshead pissing,No
asswad dumbass piss cumslut asshead jerkass crapping,No
cockhead tease for new cockteaser https://t.co/cqayfp322q,No
asshead fucks crapping,No
@oreillyfactor your an assbag https://t.co/hopes0gtrs,No
@oldahtv oi i fockin do dickhead  fockin fight me  cockhead https://t.co/sdsgl1bdmn,No
penis asshead,No
@rachelbkr if he represents those aspiring to wealth i aspire to remain poor. cockhead.,No
"rt @huntmaddison: ""k assbag""",No
@jnsanchez cockhead,No
rt @houndsx: can a headass also be a deadass or an asshead or a headass is only a head ass,No
lick toy on my cockhead ! ! ! very hot video https://t.co/rkzskpgsfm,No
@katiewiencierz don't fuckin feel bad u dumb cunt  i speak my truth  lifes too short  now gtfo before i curse u assbag!,Yes
@embryolk he sent subaru flying i see what that assbag did ok,No
rt @troyblayne: @joehnewyork @infotruth699 @markdice this assbite would use being gay to shield himself from someone acting in self-defenseƒ,No
jesus christ #robbiewilliams is a fucking cockhead...i'd say the lad interviewing him just wants to jump over that balcony #newyearseve,No
